label,premise_clean,hypothesis_clean,premise_lemma,hypothesis_lemma,premise_pos,hypothesis_pos
entailment,A woman in a plaid coat is standing in front of washing machines inside a laundromat.,Woman in a laundromat.,a woman in a plaid coat be stand in front of washing machine inside a laundromat .,woman in a laundromat .,DET NOUN ADP DET ADJ NOUN AUX VERB ADP NOUN ADP NOUN NOUN ADP DET NOUN PUNCT,NOUN ADP DET NOUN PUNCT
entailment,A street performer's drum beats gain many onlookers.,The street performer is playing for a crowd.,a street performer 's drum beat gain many onlooker .,the street performer be play for a crowd .,DET NOUN NOUN PART NOUN NOUN VERB ADJ NOUN PUNCT,DET NOUN NOUN AUX VERB ADP DET NOUN PUNCT
entailment,"3 men in a band surround by equipment with all 3 holding guitars and the man in front looking down with a shoulder strap, brown pants and a white shirt.",3 men are musicians.,"3 man in a band surround by equipment with all 3 hold guitar and the man in front look down with a shoulder strap , brown pant and a white shirt .",3 man be musician .,NUM NOUN ADP DET NOUN NOUN ADP NOUN ADP DET NUM VERB NOUN CCONJ DET NOUN ADP NOUN VERB ADP ADP DET NOUN NOUN PUNCT ADJ NOUN CCONJ DET ADJ NOUN PUNCT,NUM NOUN AUX NOUN PUNCT
entailment,"Man with black hat, holding microphone next to girl with red-hair looking at a book.",A man is holding a microphone.,"man with black hat , hold microphone next to girl with red - hair look at a book .",a man be hold a microphone .,NOUN ADP ADJ NOUN PUNCT VERB NOUN ADV ADP NOUN ADP ADJ PUNCT NOUN VERB ADP DET NOUN PUNCT,DET NOUN AUX VERB DET NOUN PUNCT
entailment,A student is cutting paper with delight.,The student is cutting paper.,a student be cut paper with delight .,the student be cut paper .,DET NOUN AUX VERB NOUN ADP NOUN PUNCT,DET NOUN AUX VERB NOUN PUNCT
entailment,A man with a yellow jacket on a motorcycle has stopped to talk to two men.,the men are talking,a man with a yellow jacket on a motorcycle have stop to talk to two man .,the man be talk,DET NOUN ADP DET ADJ NOUN ADP DET NOUN AUX VERB PART VERB ADP NUM NOUN PUNCT,DET NOUN AUX VERB
entailment,Young children are dressed in brightly colored clothed playing together in a bounce house.,The children are under the age of 47 years old.,young child be dress in brightly colored clothe play together in a bounce house .,the child be under the age of 47 year old .,ADJ NOUN AUX VERB ADP ADV ADJ VERB VERB ADV ADP DET NOUN NOUN PUNCT,DET NOUN AUX ADP DET NOUN ADP NUM NOUN ADJ PUNCT
entailment,"A young woman in an ""I Heart Bill Clinton"" T-Shirt cooks meat on a grill in a public picnic area, while two young men converse behind her and a bicyclist and motorcyclist ride by on a nearby road in the background.",A young woman grills meat outside,"a young woman in an "" i heart bill clinton "" t - shirt cook meat on a grill in a public picnic area , while two young man converse behind she and a bicyclist and motorcyclist ride by on a nearby road in the background .",a young woman grill meat outside,DET ADJ NOUN ADP DET PUNCT PRON PROPN PROPN PROPN PUNCT PROPN PUNCT PROPN NOUN VERB ADP DET NOUN ADP DET ADJ NOUN NOUN PUNCT SCONJ NUM ADJ NOUN VERB ADP PRON CCONJ DET NOUN CCONJ NOUN NOUN ADP ADP DET ADJ NOUN ADP DET NOUN PUNCT,DET ADJ NOUN VERB VERB ADV
entailment,2 elders flower shopping for their husbands grave.,the elders are shopping,2 elder flower shop for their husband grave .,the elder be shop,NUM NOUN NOUN VERB ADP PRON NOUN ADJ PUNCT,DET NOUN AUX VERB
entailment,A military man is aiming his gun.,A man is aiming his gun.,a military man be aim his gun .,a man be aim his gun .,DET ADJ NOUN AUX VERB PRON NOUN PUNCT,DET NOUN AUX VERB PRON NOUN PUNCT
entailment,"A band performs live for the ""Good Morning America"" Summer Concert Series in front of an audience.",A group of musicians plays a live show for a TV audience.,"a band perform live for the "" good morning america "" summer concert series in front of an audience .",a group of musician play a live show for a tv audience .,DET NOUN VERB VERB ADP DET PUNCT PROPN PROPN PROPN PUNCT PROPN PROPN PROPN ADP NOUN ADP DET NOUN PUNCT,DET NOUN ADP NOUN VERB DET ADJ NOUN ADP DET NOUN NOUN PUNCT
entailment,four young people have stopped to listen to a man play a saxophone.,A man is playing the saxophone.,four young people have stop to listen to a man play a saxophone .,a man be play the saxophone .,NUM ADJ NOUN AUX VERB PART VERB ADP DET NOUN VERB DET NOUN PUNCT,DET NOUN AUX VERB DET NOUN PUNCT
entailment,A woman walking towards us on a street with a seated man looking on.,A woman walks down the street.,a woman walk towards we on a street with a seated man look on .,a woman walk down the street .,DET NOUN VERB ADP PRON ADP DET NOUN ADP DET ADJ NOUN VERB ADP PUNCT,DET NOUN VERB ADP DET NOUN PUNCT
entailment,Group of american camel riders on a dirt road smiling and having fun.,A group of people smiling.,group of american camel rider on a dirt road smile and have fun .,a group of people smile .,PROPN ADP ADJ NOUN NOUN ADP DET NOUN NOUN VERB CCONJ VERB NOUN PUNCT,DET NOUN ADP NOUN VERB PUNCT
entailment,"A blond woman in a beige hat and black shirt, looks behind her, smiling at the camera, with a group of other people talking in the background on a street.","A blonde lady in a brown hat and black shirt is looking over her shoulder, smiling at a camera, while a group of people chatter behind her.","a blond woman in a beige hat and black shirt , look behind she , smile at the camera , with a group of other people talk in the background on a street .","a blonde lady in a brown hat and black shirt be look over her shoulder , smile at a camera , while a group of people chatter behind she .",DET ADJ NOUN ADP DET ADJ NOUN CCONJ ADJ NOUN PUNCT VERB ADP PRON PUNCT VERB ADP DET NOUN PUNCT ADP DET NOUN ADP ADJ NOUN VERB ADP DET NOUN ADP DET NOUN PUNCT,DET ADJ NOUN ADP DET ADJ NOUN CCONJ ADJ NOUN AUX VERB ADP PRON NOUN PUNCT VERB ADP DET NOUN PUNCT SCONJ DET NOUN ADP NOUN VERB ADP PRON PUNCT
entailment,"A football team of young boys wearing yellow and black striped shirts are happy, with one child hugging an adult.",The football team has on yellow and black jerseys.,"a football team of young boy wear yellow and black striped shirt be happy , with one child hug an adult .",the football team have on yellow and black jersey .,DET NOUN NOUN ADP ADJ NOUN VERB ADJ CCONJ ADJ ADJ NOUN AUX ADJ PUNCT ADP NUM NOUN VERB DET NOUN PUNCT,DET NOUN NOUN AUX ADP ADJ CCONJ ADJ NOUN PUNCT
entailment,A man dressed in red is riding a beautiful white horse in some sort of exhibition or competition.,A man is riding his horse in a competition,a man dress in red be rid a beautiful white horse in some sort of exhibition or competition .,a man be rid his horse in a competition,DET NOUN VERB ADP PROPN AUX VERB DET ADJ ADJ NOUN ADP DET NOUN ADP NOUN CCONJ NOUN PUNCT,DET NOUN AUX VERB PRON NOUN ADP DET NOUN
entailment,"A male soldier in green military fatigues, inspecting an old, metal weapon, placed on a bed of grass.",man inspects weapon,"a male soldier in green military fatigue , inspect an old , metal weapon , place on a bed of grass .",man inspect weapon,DET ADJ NOUN ADP ADJ ADJ NOUN PUNCT VERB DET ADJ PUNCT NOUN NOUN PUNCT VERB ADP DET NOUN ADP NOUN PUNCT,NOUN VERB NOUN
entailment,two little girls making some kind of art.,Two little girls were being artistic.,two little girl make some kind of art .,two little girl be be artistic .,NUM ADJ NOUN VERB DET NOUN ADP NOUN PUNCT,NUM ADJ NOUN AUX AUX ADJ PUNCT
entailment,A man stands next to three video game machines and a beer sign.,A man is in a bar,a man stand next to three video game machine and a beer sign .,a man be in a bar,DET NOUN VERB ADV ADP NUM NOUN NOUN NOUN CCONJ DET NOUN NOUN PUNCT,DET NOUN AUX ADP DET NOUN
entailment,A man wearing glasses sits in the backseat of a car and plays a guitar while looking out the window.,A man sat down in the back of a car and played guitar.,a man wear glass sit in the backseat of a car and play a guitar while look out the window .,a man sit down in the back of a car and play guitar .,DET NOUN VERB NOUN VERB ADP DET NOUN ADP DET NOUN CCONJ VERB DET NOUN SCONJ VERB ADP DET NOUN PUNCT,DET NOUN VERB ADP ADP DET NOUN ADP DET NOUN CCONJ VERB NOUN PUNCT
entailment,several people look on as gymnasts try to stick their routines.,Several people Watch gymnasts.,several people look on as gymnast try to stick their routine .,several people watch gymnast .,ADJ NOUN VERB ADP ADP NOUN VERB PART VERB PRON NOUN PUNCT,ADJ NOUN VERB NOUN PUNCT
entailment,"a man wearing blue shorts, striped shirt, and brown sandals stands at a street vendor selling vegetables engaging with a person working there in a sleeveless shirt.",a man buying vegetables at street,"a man wear blue short , striped shirt , and brown sandal stand at a street vendor sell vegetable engage with a person work there in a sleeveless shirt .",a man buy vegetable at street,DET NOUN VERB ADJ NOUN PUNCT ADJ NOUN PUNCT CCONJ ADJ NOUN VERB ADP DET NOUN NOUN VERB NOUN VERB ADP DET NOUN VERB ADV ADP DET ADJ NOUN PUNCT,DET NOUN VERB NOUN ADP NOUN
entailment,A football player blocks someone from the other team so his teammate can pass the ball down the field.,A player blocks another player from the opposing side in a game of football.,a football player block someone from the other team so his teammate can pass the ball down the field .,a player block another player from the oppose side in a game of football .,DET NOUN NOUN VERB PRON ADP DET ADJ NOUN SCONJ PRON NOUN AUX VERB DET NOUN ADP DET NOUN PUNCT,DET NOUN VERB DET NOUN ADP DET VERB NOUN ADP DET NOUN ADP NOUN PUNCT
entailment,A football player wearing a number ten jersey is catching a football with both hands.,A person,a football player wear a number ten jersey be catch a football with both hand .,a person,DET NOUN NOUN VERB DET NOUN NUM NOUN AUX VERB DET NOUN ADP DET NOUN PUNCT,DET NOUN
entailment,A man operating a crane concentrates while inside of a protective booth.,A man operates a crane.,a man operate a crane concentrate while inside of a protective booth .,a man operate a crane .,DET NOUN VERB DET NOUN VERB SCONJ ADV ADP DET ADJ NOUN PUNCT,DET NOUN VERB DET NOUN PUNCT
entailment,Women are surrounding a table full of handbags.,The handbags are different colors and styles.,woman be surround a table full of handbag .,the handbag be different color and style .,NOUN AUX VERB DET NOUN ADJ ADP NOUN PUNCT,DET NOUN AUX ADJ NOUN CCONJ NOUN PUNCT
entailment,Several men are playing ice hockey in an arena.,Men are playing ice hockey.,several man be play ice hockey in an arena .,man be play ice hockey .,ADJ NOUN AUX VERB NOUN NOUN ADP DET NOUN PUNCT,NOUN AUX VERB NOUN NOUN PUNCT
entailment,A man is being suspended in the air next to the window of a building which he is cleaning.,The man is in the air.,a man be be suspend in the air next to the window of a building which he be clean .,the man be in the air .,DET NOUN AUX AUX VERB ADP DET NOUN ADV ADP DET NOUN ADP DET NOUN DET PRON AUX VERB PUNCT,DET NOUN AUX ADP DET NOUN PUNCT
entailment,A male driving a bulldozer to plow green grass and rocks,A man is using a bulldozer.,a male drive a bulldozer to plow green grass and rock,a man be use a bulldozer .,DET NOUN VERB DET NOUN PART VERB ADJ NOUN CCONJ NOUN,DET NOUN AUX VERB DET NOUN PUNCT
entailment,"A young boy, wearing a red sports uniform, stands in the middle of an empty sports field under a dark blue sky.",A boy stands in a sports field at night.,"a young boy , wear a red sport uniform , stand in the middle of an empty sport field under a dark blue sky .",a boy stand in a sport field at night .,DET ADJ NOUN PUNCT VERB DET ADJ NOUN NOUN PUNCT VERB ADP DET NOUN ADP DET ADJ NOUN NOUN ADP DET ADJ ADJ NOUN PUNCT,DET NOUN VERB ADP DET NOUN NOUN ADP NOUN PUNCT
entailment,A lady in a red cap serving food to the community.,There is food for people in the community to eat.,a lady in a red cap serve food to the community .,there be food for people in the community to eat .,DET NOUN ADP DET ADJ NOUN VERB NOUN ADP DET NOUN PUNCT,PRON AUX NOUN ADP NOUN ADP DET NOUN PART VERB PUNCT
entailment,an Asian girl carrying a pink bag is walking away down a busy city street.,The street is occupied by at least a girl.,an asian girl carry a pink bag be walk away down a busy city street .,the street be occupy by at least a girl .,DET ADJ NOUN VERB DET ADJ NOUN AUX VERB ADV ADP DET ADJ NOUN NOUN PUNCT,DET NOUN AUX VERB ADP ADV ADJ DET NOUN PUNCT
entailment,A group of children in the park watch as a young girl in a purple shirt and blue jean skirt makes a large bubble.,A group of children are outside at a park.,a group of child in the park watch as a young girl in a purple shirt and blue jean skirt make a large bubble .,a group of child be outside at a park .,DET NOUN ADP NOUN ADP DET NOUN NOUN ADP DET ADJ NOUN ADP DET ADJ NOUN CCONJ ADJ PROPN NOUN VERB DET ADJ NOUN PUNCT,DET NOUN ADP NOUN AUX ADV ADP DET NOUN PUNCT
entailment,The little boy is holding his toy while two women look at him from the table.,A kid has a toy and people are looking at him.,the little boy be hold his toy while two woman look at he from the table .,a kid have a toy and people be look at he .,DET ADJ NOUN AUX VERB PRON NOUN SCONJ NUM NOUN VERB ADP PRON ADP DET NOUN PUNCT,DET NOUN AUX DET NOUN CCONJ NOUN AUX VERB ADP PRON PUNCT
entailment,One boxer in white shorts is punching the other boxer in blue and red shorts in the face.,Two boxers are fighting.,one boxer in white short be punch the other boxer in blue and red short in the face .,two boxer be fight .,NUM NOUN ADP ADJ NOUN AUX VERB DET ADJ NOUN ADP ADJ CCONJ ADJ NOUN ADP DET NOUN PUNCT,NUM NOUN AUX VERB PUNCT
entailment,The family has a fun day out pretending to be tightrope walkers.,A group of people are spending the day together.,the family have a fun day out pretend to be tightrope walker .,a group of people be spend the day together .,DET NOUN AUX DET ADJ NOUN ADP VERB PART AUX NOUN NOUN PUNCT,DET NOUN ADP NOUN AUX VERB DET NOUN ADV PUNCT
entailment,A man in protective gear is riding a go-cart down a road.,A man is riding a go-cart.,a man in protective gear be rid a go - cart down a road .,a man be rid a go - cart .,DET NOUN ADP ADJ NOUN AUX VERB DET ADJ PUNCT NOUN ADP DET NOUN PUNCT,DET NOUN AUX VERB DET NOUN PUNCT NOUN PUNCT
entailment,A wrestler crouches in pain while his opponent walks in the opposite direction.,A person in pain,a wrestler crouch in pain while his opponent walk in the opposite direction .,a person in pain,DET NOUN NOUN ADP NOUN SCONJ PRON NOUN VERB ADP DET ADJ NOUN PUNCT,DET NOUN ADP NOUN
entailment,"A van painted in bright blue, pink, and green is driving down the road.",There is a vehicle in this picture.,"a van paint in bright blue , pink , and green be drive down the road .",there be a vehicle in this picture .,DET PROPN VERB ADP ADJ ADJ PUNCT ADJ PUNCT CCONJ ADJ AUX VERB ADP DET NOUN PUNCT,PRON AUX DET NOUN ADP DET NOUN PUNCT
entailment,A girl with blond-hair is jumping off a tire swing,a girl is outdoors,a girl with blond - hair be jump off a tire swing,a girl be outdoors,DET NOUN ADP NOUN PUNCT NOUN AUX VERB ADP DET NOUN NOUN,DET NOUN AUX ADV
entailment,a family takes a ride on a yellow boat.,A family is together in a boat,a family take a ride on a yellow boat .,a family be together in a boat,DET NOUN VERB DET NOUN ADP DET ADJ NOUN PUNCT,DET NOUN AUX ADV ADP DET NOUN
entailment,A smiling young woman is shown from the shoulders up with her long hair blowing in the wind.,A women with long hair is enjoying the outside.,a smile young woman be show from the shoulder up with her long hair blow in the wind .,a woman with long hair be enjoy the outside .,DET VERB ADJ NOUN AUX VERB ADP DET NOUN ADP ADP PRON ADJ NOUN VERB ADP DET NOUN PUNCT,DET NOUN ADP ADJ NOUN AUX VERB DET NOUN PUNCT
entailment,"The kitchen worker at a restaurant observes the dining room, including a man in a red jacket.",The worker is employed.,"the kitchen worker at a restaurant observe the dining room , include a man in a red jacket .",the worker be employ .,DET NOUN NOUN ADP DET NOUN VERB DET NOUN NOUN PUNCT VERB DET NOUN ADP DET ADJ NOUN PUNCT,DET NOUN AUX VERB PUNCT
entailment,A group of people standing on a corner waiting for public transport.,People are outside on the street corner.,a group of people stand on a corner wait for public transport .,people be outside on the street corner .,DET NOUN ADP NOUN VERB ADP DET NOUN VERB ADP ADJ NOUN PUNCT,NOUN AUX ADV ADP DET NOUN NOUN PUNCT
entailment,Many of the dishes contain rice.,The food is cooked,many of the dish contain rice .,the food be cook,ADJ ADP DET NOUN VERB NOUN PUNCT,DET NOUN AUX VERB
entailment,"A woman in a white sweater looks at three types of lamps in an art display, while a man with a shaved head looks on in shadow.",There are people at an art display.,"a woman in a white sweater look at three type of lamp in an art display , while a man with a shave head look on in shadow .",there be people at an art display .,DET NOUN ADP DET ADJ NOUN VERB ADP NUM NOUN ADP NOUN ADP DET NOUN NOUN PUNCT SCONJ DET NOUN ADP DET VERB NOUN VERB ADP ADP NOUN PUNCT,PRON AUX NOUN ADP DET NOUN NOUN PUNCT
entailment,White bird walking across wet sand.,There is a bird on the beach.,white bird walk across wet sand .,there be a bird on the beach .,PROPN NOUN VERB ADP ADJ NOUN PUNCT,PRON AUX DET NOUN ADP DET NOUN PUNCT
entailment,A young boy practices his bat swing while in the stands with blue seats.,A young boy is practicing baseball.,a young boy practice his bat swing while in the stand with blue seat .,a young boy be practice baseball .,DET ADJ NOUN VERB PRON NOUN NOUN SCONJ ADP DET NOUN ADP ADJ NOUN PUNCT,DET ADJ NOUN AUX VERB NOUN PUNCT
entailment,A young man jumps over a hurdle on a track.,A man jumping.,a young man jump over a hurdle on a track .,a man jump .,DET ADJ NOUN VERB ADP DET NOUN ADP DET NOUN PUNCT,DET NOUN VERB PUNCT
entailment,A group of asian friends.,Asian friends are together.,a group of asian friend .,asian friend be together .,DET NOUN ADP ADJ NOUN PUNCT,ADJ NOUN AUX ADV PUNCT
entailment,A little boy starts to toss a mini basketball.,A boy tossing a basketball,a little boy start to toss a mini basketball .,a boy toss a basketball,DET ADJ NOUN VERB PART VERB DET ADJ NOUN PUNCT,DET NOUN VERB DET NOUN
entailment,A man picking up a big rock.,A man is lifting something,a man pick up a big rock .,a man be lift something,DET NOUN VERB ADP DET ADJ NOUN PUNCT,DET NOUN AUX VERB PRON
entailment,A boy wearing cowboy gear stands next to a cow and trailer.,There is a cow next to a boy.,a boy wear cowboy gear stand next to a cow and trailer .,there be a cow next to a boy .,DET NOUN VERB NOUN NOUN VERB ADV ADP DET NOUN CCONJ NOUN PUNCT,PRON AUX DET NOUN ADV ADP DET NOUN PUNCT
entailment,Woman wearing maroon sweater carrying guitar in the woods,Woman carries a thing outside.,woman wear maroon sweater carry guitar in the wood,woman carry a thing outside .,NOUN VERB NOUN NOUN VERB NOUN ADP DET NOUN,NOUN VERB DET NOUN ADV PUNCT
entailment,A girl with a black purse sitting on a wooden bench.,A girl is relaxing on a bench.,a girl with a black purse sit on a wooden bench .,a girl be relax on a bench .,DET NOUN ADP DET ADJ NOUN VERB ADP DET ADJ NOUN PUNCT,DET NOUN AUX VERB ADP DET NOUN PUNCT
entailment,Several people is hard hats are standing on a structure.,There are people wearing hard hats,several people be hard hat be stand on a structure .,there be people wear hard hat,ADJ NOUN AUX ADJ NOUN AUX VERB ADP DET NOUN PUNCT,PRON AUX NOUN VERB ADJ NOUN
entailment,A little boy chases chickens.,A boy running after chickens.,a little boy chase chicken .,a boy run after chicken .,DET ADJ NOUN NOUN NOUN PUNCT,DET NOUN VERB ADP NOUN PUNCT
entailment,Clown in red and black checkered pants on stilts acts as a puppet master as a female in blue hair acts as a marionette.,A human standing,clown in red and black checker pant on stilt act as a puppet master as a female in blue hair act as a marionette .,a human standing,PROPN ADP ADJ CCONJ ADJ VERB NOUN ADP NOUN VERB ADP DET NOUN NOUN ADP DET NOUN ADP ADJ NOUN VERB ADP DET NOUN PUNCT,DET ADJ NOUN
entailment,A male fire-dancer performs.,The male is near fire.,a male fire - dancer perform .,the male be near fire .,DET ADJ NOUN PUNCT NOUN NOUN PUNCT,DET NOUN AUX ADP NOUN PUNCT
entailment,A dog in the snow ripping an object with its teeth,The dog is outside in the snow.,a dog in the snow rip an object with its tooth,the dog be outside in the snow .,DET NOUN ADP DET NOUN VERB DET NOUN ADP PRON NOUN,DET NOUN AUX ADV ADP DET NOUN PUNCT
entailment,Three little boys take a bath in a rubber bin on the grass.,Three boys are cleaning themselves.,three little boy take a bath in a rubber bin on the grass .,three boy be clean themselves .,NUM ADJ NOUN VERB DET NOUN ADP DET NOUN NOUN ADP DET NOUN PUNCT,NUM NOUN AUX VERB PRON PUNCT
entailment,a couple walking along on a sidewalk,The couple are outside.,a couple walk along on a sidewalk,the couple be outside .,DET NOUN VERB ADV ADP DET NOUN,DET NOUN AUX ADV PUNCT
entailment,The white dog is lying on the grass and chewing a piece of wood.,"A dog chews wood, outside on the grass.",the white dog be lie on the grass and chew a piece of wood .,"a dog chew wood , outside on the grass .",DET ADJ NOUN AUX VERB ADP DET NOUN CCONJ VERB DET NOUN ADP NOUN PUNCT,DET NOUN VERB NOUN PUNCT ADV ADP DET NOUN PUNCT
entailment,A man in a light blue cap smiles.,A man is in a blue cap.,a man in a light blue cap smile .,a man be in a blue cap .,DET NOUN ADP DET ADJ ADJ NOUN NOUN PUNCT,DET NOUN AUX ADP DET ADJ NOUN PUNCT
entailment,A black dog runs on green grass with a toy in his mouth.,A black dog running outside.,a black dog run on green grass with a toy in his mouth .,a black dog run outside .,DET ADJ NOUN VERB ADP ADJ NOUN ADP DET NOUN ADP PRON NOUN PUNCT,DET ADJ NOUN VERB ADV PUNCT
entailment,Two women wearing white shirts are dancing.,The people are wearing shirts.,two woman wear white shirt be dance .,the people be wear shirt .,NUM NOUN VERB ADJ NOUN AUX VERB PUNCT,DET NOUN AUX VERB NOUN PUNCT
entailment,"A man wearing a blue shirt, a blue hat, and an apron is standing outside the Candy Cafe on a sunny day.",A man stands near a cafe.,"a man wear a blue shirt , a blue hat , and an apron be stand outside the candy cafe on a sunny day .",a man stand near a cafe .,DET NOUN VERB DET ADJ NOUN PUNCT DET ADJ NOUN PUNCT CCONJ DET NOUN AUX VERB ADP DET PROPN PROPN ADP DET ADJ NOUN PUNCT,DET NOUN VERB ADP DET NOUN PUNCT
entailment,The boy comes down the hill in the red wagon.,He is outside.,the boy come down the hill in the red wagon .,he be outside .,DET NOUN VERB ADP DET NOUN ADP DET ADJ PROPN PUNCT,PRON AUX ADV PUNCT
entailment,A person is skiing by themselves down a back country hill.,The person is skiing.,a person be ski by themselves down a back country hill .,the person be ski .,DET NOUN AUX VERB ADP PRON ADP DET NOUN NOUN NOUN PUNCT,DET NOUN AUX VERB PUNCT
entailment,A man in a green jacket and black leather boots sleeping with his mouth open on a wooden bench in the grass.,On a wood bench a man wearing a jacket and leather boots is asleep.,a man in a green jacket and black leather boot sleep with his mouth open on a wooden bench in the grass .,on a wood bench a man wear a jacket and leather boot be asleep .,DET NOUN ADP DET ADJ NOUN CCONJ ADJ NOUN NOUN VERB ADP PRON NOUN ADJ ADP DET ADJ NOUN ADP DET NOUN PUNCT,ADP DET NOUN NOUN DET NOUN VERB DET NOUN CCONJ NOUN NOUN AUX ADJ PUNCT
entailment,An ATV attempts to get out of a ditch.,An ATV is stuck.,an atv attempt to get out of a ditch .,an atv be stick .,DET PROPN VERB PART VERB ADP ADP DET NOUN PUNCT,DET PROPN AUX VERB PUNCT
entailment,A girl is balancing on a wooden beam.,the girls is balancing,a girl be balance on a wooden beam .,the girl be balance,DET NOUN AUX VERB ADP DET ADJ NOUN PUNCT,DET NOUN AUX VERB
entailment,Two men standing on some logs next to an open trailer.,Men standing on logs.,two man stand on some log next to an open trailer .,man stand on log .,NUM NOUN VERB ADP DET NOUN ADV ADP DET ADJ NOUN PUNCT,NOUN VERB ADP NOUN PUNCT
entailment,A man in jeans and sandals sits outside near trees and a goose and plays a string instrument.,The man is playing music.,a man in jean and sandal sit outside near tree and a goose and play a string instrument .,the man be play music .,DET NOUN ADP NOUN CCONJ NOUN VERB ADV ADP NOUN CCONJ DET NOUN CCONJ VERB DET NOUN NOUN PUNCT,DET NOUN AUX VERB NOUN PUNCT
entailment,A woman uses a newspaper to provide shade and get rid of glare while she uses her computer outside.,A woman is outside in the sun.,a woman use a newspaper to provide shade and get rid of glare while she use her computer outside .,a woman be outside in the sun .,DET NOUN VERB DET NOUN PART VERB NOUN CCONJ VERB VERB ADP NOUN SCONJ PRON VERB PRON NOUN ADV PUNCT,DET NOUN AUX ADV ADP DET NOUN PUNCT
entailment,A couple is sitting down together next to a sewer entrance.,People are outside of a sewer entrance.,a couple be sit down together next to a sewer entrance .,people be outside of a sewer entrance .,DET NOUN AUX VERB ADP ADV ADV ADP DET NOUN NOUN PUNCT,NOUN AUX ADV ADP DET NOUN NOUN PUNCT
entailment,Two guys are performing a show.,Two guys are putting on some entertainment,two guy be perform a show .,two guy be put on some entertainment,NUM NOUN AUX VERB DET NOUN PUNCT,NUM NOUN AUX VERB ADP DET NOUN
entailment,Little girl throwing food in the air for her white dog to catch.,A human throwing.,little girl throw food in the air for her white dog to catch .,a human throwing .,ADJ NOUN VERB NOUN ADP DET NOUN ADP PRON ADJ NOUN PART VERB PUNCT,DET ADJ NOUN PUNCT
entailment,A dog walks on a log across a small river.,the dog is outdoors,a dog walk on a log across a small river .,the dog be outdoors,DET NOUN VERB ADP DET NOUN ADP DET ADJ NOUN PUNCT,DET NOUN AUX ADV
entailment,A couple enjoy the scenery while a photographer captures it on film.,The couple are outdoors.,a couple enjoy the scenery while a photographer capture it on film .,the couple be outdoors .,DET NOUN VERB DET NOUN SCONJ DET NOUN VERB PRON ADP NOUN PUNCT,DET NOUN AUX ADV PUNCT
entailment,There are several people walking towards a house with a big tree next to it out in a field.,People out in the middle of a neighborhood.,there be several people walk towards a house with a big tree next to it out in a field .,people out in the middle of a neighborhood .,PRON AUX ADJ NOUN VERB ADP DET NOUN ADP DET ADJ NOUN ADV ADP PRON ADP ADP DET NOUN PUNCT,NOUN ADP ADP DET NOUN ADP DET NOUN PUNCT
entailment,There is a man with a young child in a red outfit looking at advertisements.,The guy with his kid in red are watching commericals.,there be a man with a young child in a red outfit look at advertisement .,the guy with his kid in red be watch commerical .,PRON AUX DET NOUN ADP DET ADJ NOUN ADP DET ADJ NOUN VERB ADP NOUN PUNCT,DET NOUN ADP PRON NOUN ADP NOUN AUX VERB NOUN PUNCT
entailment,A young woman leaps high into the air to spike a volleyball over a net while her teammate watches with anticipation.,A woman is playing volleyball,a young woman leap high into the air to spike a volleyball over a net while her teammate watch with anticipation .,a woman be play volleyball,DET ADJ NOUN VERB ADV ADP DET NOUN PART VERB DET NOUN ADP DET NOUN SCONJ PRON NOUN VERB ADP NOUN PUNCT,DET NOUN AUX VERB NOUN
entailment,"A little girl in a flower print bathing suit, jumping into the ocean.",a girl is wearing a suit,"a little girl in a flower print bathing suit , jump into the ocean .",a girl be wear a suit,DET ADJ NOUN ADP DET NOUN NOUN NOUN NOUN PUNCT VERB ADP DET NOUN PUNCT,DET NOUN AUX VERB DET NOUN
entailment,Young teens hanging out and enjoying themselves,Teens spending free time together.,young teen hang out and enjoy themselves,teen spend free time together .,ADJ NOUN VERB ADP CCONJ VERB PRON,NOUN VERB ADJ NOUN ADV PUNCT
entailment,Look at that beautiful animal running towards the bush.,Look at the beautiful animal running towards the bush.,look at that beautiful animal run towards the bush .,look at the beautiful animal run towards the bush .,VERB ADP DET ADJ NOUN VERB ADP DET PROPN PUNCT,VERB ADP DET ADJ NOUN VERB ADP DET PROPN PUNCT
entailment,People are watching as a blue car is hanging over a bridge that crosses a river.,People are watching a car.,people be watch as a blue car be hang over a bridge that cross a river .,people be watch a car .,NOUN AUX VERB ADP DET ADJ NOUN AUX VERB ADP DET NOUN PRON VERB DET NOUN PUNCT,NOUN AUX VERB DET NOUN PUNCT
entailment,The white dog has a blue shirt on and is behind a black dog with a rellow shirt on.,Two dogs are wearing shirts.,the white dog have a blue shirt on and be behind a black dog with a rellow shirt on .,two dog be wear shirt .,DET ADJ NOUN AUX DET ADJ NOUN ADP CCONJ AUX ADP DET ADJ NOUN ADP DET ADJ NOUN ADP PUNCT,NUM NOUN AUX VERB NOUN PUNCT
entailment,Two men and a woman are walking through a field.,Three people are outside,two man and a woman be walk through a field .,three people be outside,NUM NOUN CCONJ DET NOUN AUX VERB ADP DET NOUN PUNCT,NUM NOUN AUX ADV
entailment,two men on a sidewalk sitting and lying on luggage.,Men are on the sidewalk.,two man on a sidewalk sit and lie on luggage .,man be on the sidewalk .,NUM NOUN ADP DET NOUN VERB CCONJ VERB ADP NOUN PUNCT,NOUN AUX ADP DET NOUN PUNCT
