label,premise,hypothesis
entailment,A man in a light blue cap smiles.,A man is in a blue cap.
entailment,A black dog runs on green grass with a toy in his mouth.,A black dog running outside.
entailment,Two women wearing white shirts are dancing.,The people are wearing shirts.
entailment,"A man wearing a blue shirt, a blue hat, and an apron is standing outside the Candy Cafe on a sunny day.",A man stands near a cafe.
entailment,The boy comes down the hill in the red wagon.,He is outside.
entailment,A person is skiing by themselves down a back country hill.,The person is skiing.
entailment,A man in a green jacket and black leather boots sleeping with his mouth open on a wooden bench in the grass.,On a wood bench a man wearing a jacket and leather boots is asleep.
entailment,An ATV attempts to get out of a ditch.,An ATV is stuck.
entailment,A girl is balancing on a wooden beam.,the girls is balancing
entailment,Two men standing on some logs next to an open trailer.,Men standing on logs.
entailment,A man in jeans and sandals sits outside near trees and a goose and plays a string instrument.,The man is playing music.
entailment,A woman uses a newspaper to provide shade and get rid of glare while she uses her computer outside.,A woman is outside in the sun.
entailment,A couple is sitting down together next to a sewer entrance.,People are outside of a sewer entrance.
entailment,Two guys are performing a show.,Two guys are putting on some entertainment
entailment,Little girl throwing food in the air for her white dog to catch.,A human throwing.
entailment,A dog walks on a log across a small river.,the dog is outdoors
entailment,A couple enjoy the scenery while a photographer captures it on film.,The couple are outdoors.
entailment,There are several people walking towards a house with a big tree next to it out in a field.,People out in the middle of a neighborhood.
entailment,There is a man with a young child in a red outfit looking at advertisements.,The guy with his kid in red are watching commericals.
entailment,A young woman leaps high into the air to spike a volleyball over a net while her teammate watches with anticipation.,A woman is playing volleyball
entailment,"A little girl in a flower print bathing suit, jumping into the ocean.",a girl is wearing a suit
entailment,Young teens hanging out and enjoying themselves,Teens spending free time together.
entailment,Look at that beautiful animal running towards the bush.,Look at the beautiful animal running towards the bush.
entailment,People are watching as a blue car is hanging over a bridge that crosses a river.,People are watching a car.
entailment,The white dog has a blue shirt on and is behind a black dog with a rellow shirt on.,Two dogs are wearing shirts.
entailment,Two men and a woman are walking through a field.,Three people are outside
entailment,two men on a sidewalk sitting and lying on luggage.,Men are on the sidewalk.
entailment,"A Mac laptop, open, on top of a blue chair in a room with a group of people sitting in a semicircle around it.",A group watching the laptop.
entailment,"Man in boat wearing athletic shorts, a backwards baseball cap and sunglasses unhooks a fish he has caught while fishing.",The man's attempt to catch a fish has been successful.
entailment,A blond pony-tailed woman and a gray-haired man converse while seated at a restaurant's outdoor area.,the man and woman are talking
entailment,A girl wearing a white sweater over a gray shirt is holding her hand over her mouth as she laughs.,A girl is wearing a white sweater.
entailment,African American child listening to someone talking at a gymnastics tournament.,A kid listens to someone talk at a sporting event.
entailment,A man wearing sunglasses and a cap driving a Coast Gas truck past a rigging unit.,A man driving a gas truck.
entailment,The boy in the black jacket and checkered helmet does impressive jumps on his bike.,The boy is wearing a helmet.
entailment,A man wearing shorts and a tank top jumping into the air.,The man is jumping.
entailment,"Three women are running through a puddle, and there are two women behind them.",Some people are running outside.
entailment,An older man is sitting on a bench in front of a grassy area.,A man is outdoors.
entailment,Three women are walking down the street together near a very beautiful building.,three women are outdoors
entailment,Group sitting on a grassy hill resting.,They are resting on the hillside.
entailment,Employee in pink shirt smiles for camera inside a restaurant kitchen.,The employee works for the restaurant.
entailment,A shirtless man standing on the edge of a stream.,A man took off his shirt near a river.
entailment,A farmers market where people show their skills and goods.,There is a farmer's market with many goods.
entailment,Boy in green sweater with white stripe on sleeve standing on wood planked floor with body of water in the background.,The boy stands near the water
entailment,A man wearing a blue sweatshirt pulling a rope.,A man pulling a rope.
entailment,A man dressed in red and white holds out a basket while a young girl wearing pink donates to it.,A man collects donations.
entailment,A skateboarder grinding a lip.,A person has a skateboard.
entailment,Two Indian women in saris are bending over a wet street.,Two women are outside.
entailment,Two men are jumping into the air to catch the football.,Two men jump in the air and compete to catch the football.
entailment,Three asian people sitting down.,Some humans sitting.
entailment,The man wearing white clothes and white leg padding is practicing a sport.,The man is in athletic gear.
entailment,"The two bare feet of gymnast are seen balancing atop a large, red balance ball at a public event.",Feet siting atop a red ball.
entailment,"Group of older women wearing purple and red clothes, chili peppers jewelry, and large sombreros, sitting on a brick bench.",There are women sitting on a bench.
entailment,A man is barbecuing hotdogs and hamburger patties on a large grill.,The man knows how to cook food.
entailment,Three children sit in a field and play with a soccer ball.,Three kids are playing soccer.
entailment,"A man wearing a long-sleeved white shirt and pink necktie, and a woman wearing a white blouse and black skirt walk next to a cinder block wall.",A man and a woman walk outside next to a block wall.
entailment,Young woman enjoying herself playing pool.,A woman is having fun playing pool.
entailment,man washing the windows of a skyscraper,Man washing windows.
entailment,A busy outdoor kiosk to sell items.,A busy outdoor kiosk.
entailment,A group of people stand with their hands raised while standing on a wooden floor and in front of a blue backdrop.,A group of people with their hands in the air while standing on a floor made out of dead trees.
entailment,A young child with a hat on playing with a bubble machine.,A kid is wearing a hat.
entailment,Four children jumping on the shore.,There are four children.
entailment,A boy and an old man with a cane are talking.,The boy is talking to the man.
entailment,"A football team is seen making plays, blocking, catching and running.",A football team is playing.
entailment,"Two people look toward the camera as they cross the street in front of a red building with a sign saying, ""Royal.""",A red building has a sign.
entailment,A marching band wearing blue and black dances on the street.,There is a marching band on the street.
entailment,A group of musicians inside of a living room with white walls and brown rugs playing their music.,Some people play music.
entailment,A man in a blue shirt is standing on a ladder cleaning a window.,A man in a blue shirt is cleaning a window from a ladder.
entailment,"Two soccer players, one in red one in blue, running to kick the ball in soccer game.",Soccer players are running to kick the ball.
entailment,A young girl dressed in a Minnie mouse outfit and an older woman walking down the sidewalk.,A young girl and a woman are walking on the sidewalk.
entailment,"Two men, both in red shirts, one in midair while they are playing basketball.",Men are playing basketball.
entailment,"Guy with long brown, curly hair and eyeglasses, playing guitar, sitting on grass, wearing striped shirt and blue jeans.",a man is playing his guitar
entailment,A man jumps from one boulder to another and two men try to catch him as he barely makes it.,A man risks his life jumping from boulder to boulder as his friends make sure he doesn't fall.
entailment,A boy is being covered in sand at the beach.,The boy is at the beach.
entailment,Two hockey players line up for a face-off during a game.,There are people playing a hockey game.
entailment,A man in a black shirt crosses a street with a guitar on his back.,The man is wearing a black shirt.
entailment,A group of people are enjoying their meal.,A group of people are eating a meal.
entailment,A rugby player wearing white short and shirt being tackled by another player wearing blue shorts and trunks; a teammate of he player being tackled is coming up behind the tackled player.,A rugby player wearing white short and shirt being tackled by another player wearing blue shorts and trunks
entailment,Five people are painting outside on the sidewalk using spray cans.,There are people.
entailment,An old man is wearing a black jacket.,The elderly gentlman is wearing a black jacket.
entailment,A woman is outside a store taking a picture and making a face.,A woman takes a picture.
entailment,A group of older men gather outside.,There is a group of people outdoors.
entailment,this man is breakdancing.,The man is moving his body very rapidly.
entailment,A man with a black hat sitting down carving a wooden column.,A man carves an object.
entailment,Two men wearing blue and yellow suits and boots are working on the road.,Two men wearing a blue and a yellow dress are working together on the street.
entailment,O woman walks hurriedly past a department store with a red evening gown in the display window.,The woman sprint past the deparment store ignoring the red evening gown on display
entailment,An older woman models a large grill installation at a home center.,The older woman is demonstrating a large grill instillation at the home center.
entailment,"A man in a blue t-shirt is cutting the food, a woman is sitting and looking at something.",A person is preparing food.
entailment,Two people are scuba diving in blue water with lots of bubbles.,Two people are scuba diving.
entailment,"Several people are in a building looking at several bicycles, and the person near the front has a blue shirt.",Several people are in a building looking at bicycles.
entailment,A city street with cars parked by the meters and people walking and congregating under a pavilion type area.,A city street with cars and people on it.
entailment,A riot squad making their way through a crowd.,There is a riotous crowd outside.
entailment,Two girls are astonished at the sight of planes.,The planes were a sight for sore eyes.
entailment,A man poses in front of a run down house,A man takes a photo of a worn down building.
entailment,A young child plays with a toy car and a displayed track set in a store.,a young child plays with toys in a store
entailment,"A woman wearing a pink shirt and a name tag which reads ""Amanda"" applies lipstick to her upper lip, her mouth moderately open.",A woman in pink puts lipstick on her upper lip.
entailment,The Irish setter with the safety vest is running ahead of the Rottwieler and the Dalmation.,The dogs are running.
entailment,Two boys playing tug-of-war while one reaches out to chair on left,Boys are playing tug-of-war.
entailment,Two men talking to another guy in a green cap as another man sleeps on a bench in the back.,Two men talking to another guy in a green cap as another man sleeps on a bench in the back.
entailment,Basketball players are reaching for the basketball as it flies through the air.,A group of basketball players are trying to get a rebound
entailment,A group of three boy scouts rest on a bluff overlooking the ocean.,There are boys looking at the ocean.
entailment,Pink shirted woman sleeping in a car with blue and white blanket on her.,A woman is asleep.
entailment,A baby in a cart on a sidewalk.,A baby in a cart on a sidewalk.
entailment,A white dog runs through a field.,A white dog is running.
entailment,A small black and white dog and a larger tan one are checking each other out at the waters edge.,A dog are looking at each other
entailment,Presenters speaking at conference.,people speaking
entailment,A man is rowing in a small boat called Neptuno,Man rowing small boat
entailment,A little girl pushes a merry-go-round in a park while two other kids hold on. ee,A little girl is at the merry-go-round
entailment,Two children are playing on the beach and the girl is jumping.,There are kids playing on the beach
entailment,One man building something from an old piano.,A man is talking apart a piano.
entailment,Woman unpacking a bag with photography equipment inside.,A women is unpacking a bag
entailment,A woman in a blue shirt in a crowd.,There is a person in the crowd.
entailment,A young beagle playing in the grass.,A dog in some grass.
entailment,A man and a woman are at a restaurant cutting cake.,A cake is being cut.
entailment,An elderly man sits on a stool outside his door and sleeps.,An elderly man sleeping while sitting on a stool.
entailment,A truck-driver is working on his truck.,A truck driver works on his truck.
entailment,People are busy inside the hall.,There is a group of people in the hall.
entailment,A girl is walking up a hill.,A person  is walking up a hill.
entailment,A bongo player wearing a red shirt playing in a band.,A musician is drumming.
entailment,Two boys' football teams compete on the field.,Two boys' football teams compete.
entailment,A young child jumping on the bed as a man looks the other way.,A young child is playing inside.
entailment,Two workers working on yellow paper lanterns.,Some yellow paper lanterns are worked on by two workers.
entailment,Two men on horses look on as another man is bucked off the back of his horse.,Two men on horses look on as another man is bucked off.
entailment,A hockey player in white tries to steal the puck from another player in red.,They are playing hockey.
entailment,A person jumps off of a ledge into a body of water.,a person jumps
entailment,A man is playing tennis while people watch.,There are people watching a sport.
entailment,A white and brown dog is running over orange leaves.,The leaves make a rustling sound.
entailment,Two women are fighting in a martial arts tournament.,Two women are competing in martial arts.
entailment,Three dogs are playing.,A group of three dogs are playing.
entailment,"A man carrying a musical instrument and wearing a gray jacket, purple hat and purple scarf examines some money as he stands near a worn utility pole.",A man is looking at money.
entailment,A short-haired woman speaks passionately to a group of younger women wearing traditional Indian dress.,A woman speaks to other women wearing traditional Indian clothing.
entailment,"A Golden Retriever, wearing a Tanuki styled hat, while laying on a couch, looks onward in the distance to the left of the photographer.",A dog is wearing a hat
entailment,People are running outside of a building at night.,There are people running outside of a building at night.
entailment,"Three gentleman, one sitting on a bench and two standing up against a wall.",There are three men sitting or standing next to each other.
entailment,Skiers are on the snow near to the resort buildings below the mountain range.,Skiers are on the snow
entailment,A skateboarder jumps another skateboard.,A skateboarder is jumping over another skateboard.
entailment,A rugby match in progress is shown with the referee watching.,There are athletes playing a game.
entailment,A girl wearing a yellow shirt and sunglasses smiles.,The girl is wearing clothes.
entailment,The boy is wearing a jacket.,The boy has on long sleeves.
entailment,A man in a gray t-shirt and jeans smiles at the camera while sitting in a crowd at an outdoor event.,a man is at an outdoor event
entailment,A man in a red uniform jumps towards a soccer ball.,The man wearing the red uniform jumps towards the ball.
entailment,A woman in a pink shirt is grooming the mane of a horse.,A person is next to an animal.
entailment,A man is holding a utensil and is getting ready to dig into a plate filled with food.,A man is about to eat with a utensil
entailment,One horse has wraps around its legs.,The horse has cold legs.
entailment,A man jumps from one boulder to another and two men try to catch him as he barely makes it.,Men jumping from boulder to boulder.
entailment,Guy Kisses girl,Girl gets a kiss
entailment,Four people sit and listen to a woman in a blue scoop neck talk with two bystanders in the background.,The woman in the blue scoop neck is speaking.
entailment,Two women competing in a all women basketball game.,There is a basketball game.
entailment,Five young women are in a room interacting with one another.,The group is discussing a topic together.
entailment,Usain Bolt is racing against two other runners.,There are runners running.
entailment,A merchant sells various food items from his shop.,The merchant is selling items.
entailment,A person wearing a white shirt and red shorts is playing a tennis match.,someone is playing a sport outside.
entailment,Four men huddle around a blue race car.,Men are by a race car.
entailment,Small oriental girl trying to look through a telescope with eyes closed.,A little girl is using a telescope.
entailment,"A vendor, selling such kid-friendly items as popular cartoon balloons, water guns and clear umbrellas, wheels his stand around in the streets where he is selling.",someone selling kids goods stands on a street
entailment,"Two men, one with purple hair, at crowded fountain near Seattle Space Needle.","There are two men in this picture, and they are both outside."
entailment,Dad is adjusting daughter's bike.,The Dad is helping his daughter.
entailment,A man in a jacket painting outside.,a man is painting
entailment,A little girl dressed in pink and white is walking.,A girl is wearing pink and white.
entailment,Workers working at a bagel shop.,There are some people working at a bagel shop.
entailment,A group of people stare at a building.,People are looking at the same object
entailment,"A woman with curly, brown hair looks at her cellphone at a restaurant.",A woman looks at her cellphone
entailment,A woman with a designer handbag is admiring the view.,A woman is looking at the view.
entailment,A baseball player standing on the field,A player is on the field.
entailment,Two small girls are jumping on an outdoor trampoline in a backyard.,Girls are outside playing
entailment,A female tennis player is standing with her feet apart on a court.,A woman tennis player is in a certain stance on the court.
entailment,A dog is taking a dive into a body of water.,This dog is going to get wet
entailment,A man in a red jacket rides a horse in mountainous terrain.,A man has a red jacket.
entailment,A man is sitting on a shooting range equipped with a pistol while other men are similarly preparing to fire their guns.,The man is sitting on a shooting range with a gun.
entailment,A group of young males standing around a table.,Some people grouped together.
entailment,This is a large group of young people at a party.,There is a large group of young people.
entailment,"Four bicycles indoors: a red one being held by woman in black and a dog in the basket, a black one with saddlebags and a man in a gray shirt holding it, a blue one being ridden by a man in black shorts and a white shirt, and another that is blocked but is held by a person in an orange jacket.",Four people are handling bikes indoors.
entailment,A man walks along a sidewalk outside of a record shop while a person sits nearby taking pictures.,Two people are outdoors.
entailment,One man wearing glasses sits in front of an Apple computer and drinks from a cup while another man wearing a cap and glasses stands in front of a microphone.,both of the men have glasses
entailment,A girl stands on a pier as a ferry comes in.,A girl is next to a ferry.
entailment,"A group of men, several of them already covered in mud, are on a muddy field playing a sport of some sort.",some guys stand in a field playing a sport
entailment,Several people are playing in the fountains.,There are people in the fountain.
entailment,A man wearing a blue shirt and shorts is resting on a rock soaking his feet in a rocky stream.,A man is resting on a rock.
entailment,Many people are walking through the city during the day.,The city has many people in it.
entailment,"A man pulls a rope that is attached to a floating boat marked ""Avocet Market Drayton"".",Man pulling boat.
entailment,An older man with glasses and a white beard is walking along the sidewalk of a road.,An older gentleman walks on a sidewalk
entailment,TWo people walking into a shadow in one direction while another walks in the midst of it.,Three people and a shadow.
entailment,Two asian females go walking.,Two Asian women walk.
entailment,Two females are working out on a beach.,Women exercise together.
entailment,A man in a black shirt is at a skateboard park holding his skateboard.,The man has a skateboard.
entailment,A person in an orange and black shirt is taking a photograph while sitting at a cubicle desk.,A man taking his photo at north street.
entailment,"Two men, one holding a white cup and the other holding a phone, stand inside a room during the daytime.",Two men stand inside a room.
entailment,"Two men and a woman are performing on stage in a ""Thomas the Tank Engine"" play.",three people are in a play
entailment,Three men and two women talking.,Five people are talking.
entailment,"In front of a seated crowd, a man with a gray beard receives a beard trim from a younger man in a black shirt.","In front of a seated crowd, a man is having his beard trimmed."
entailment,The woman in a yellow tube top is throwing a stick into the thicket surrounding her.,A woman is wearing a yellow tube top.
entailment,A young blond-haired girl holds a blue treat with a man in the background.,The man does not have the treat
entailment,A crowd is watching a lady give a demonstration of KitchenAid products with the help of an overhead mirror.,A woman is showing off new kitchen tools to a crowd of people.
entailment,A man with an orange vest is shoveling rocks.,A man is working.
entailment,A child sitting on the ground.,The child is not running
entailment,Here are 3 middle eastern boys deeply absorbed in a lecture.,3 boys in a classroom.
entailment,A man is riding his bicycle up in the air off of a ramp.,A man is in the air on a bike.
entailment,An older man is hugging a younger girl.,An older person is hugging a younger girl.
entailment,A woman in white dress is fixing the flower on a man's suit.,Woman fixing a man's suit.
entailment,A man wearing no shirt climbs a steep cliff.,A shirtless man was climbing up the face of the cliff.
entailment,A little boy play with flour on the floor.,A boy plays in flour.
entailment,"Three women are working in a field, while four children and a lady holding a baby watch.",Three women are working in a field.
entailment,Lady talks on microphone while sitting down.,Lady talks on microphone while sitting down
entailment,"A man wearing a white tank top and jeans dancing with a woman wearing a tube top, white skirt white multicolored trim and black boots.",The man is near the woman.
entailment,A man and two little boys walk around the outside of what appears to be some kind of store.,man with boys walking
entailment,A boy in purple wearing a seat belt.,A boy is wearing a seat belt
entailment,Several people having a good time while exercising.,Some people are enjoying exercising.
entailment,"Three people on a train holding playing cards, smiling.",A group play a game.
entailment,A man with a red Spain shirt and a woman with purple streaks in her hair.,A man in a red shirt is with a woman.
entailment,"4 youngsters line up for a sprint race, while 2 other youths look on while wearing footballs jerseys.",Some people are about to race.
entailment,A construction crew working at several spots on the road.,A construction crew repairs the road.
entailment,A woman with brown hair wearing a red polka dot dress is singing into a microphone.,a woman singing
entailment,"A person wearing a helmet, vest, and rubber boots sits with their feet in some shallow water.",A person sitting with their boots in water.
entailment,"A man smiles, while clinking ale bottles, with an unseen person, at a public establishment.",A man smiles at a public establishment.
entailment,A woman is playing violin in a plaid skirt and black shirt.,A woman is holding a musical instrument.
entailment,A man in a suit walking down the street with a colorful drawing in the background.,A man in a suit is walking outside.
entailment,A man wearing a tan sweatshirt and jeans is transporting wooden furniture in a blue container on wheels across a street.,The man is wearing clothes.
entailment,A dog chases a tennis ball on a well manicured park lawn.,A dog is running in the park.
entailment,A band of young men playing in front of a group of people with their hands raised in a room with colored lights in the background.,A band of young men plays in a club.
entailment,A group of people standing in front of a body of water.,A group of people are outdoors.
entailment,Glossy red apples lay stacked in a metal bowl.,Fresh apples are sitting in a bowl together.
entailment,A person in a kilt walks along an overpass.,A person is in a kilt
entailment,A surfer jumps a wave as one paddles to the wave.,The surfer jumps
entailment,"A woman holds a ""car wash"" sign on the edge of a quiet street.",A woman is holding a sign.
entailment,Two people in diving equipment examine mechanical equipment in a body of water.,Two people are wearing diving gear.
entailment,Two men cleaning a kitchen with soap.,Two guys are cleaning the kitchen.
entailment,"A baseball player in red leaps into the air to avoid a player in blue, who is shortly behind him as he catches the ball, while other blue team members look on in the background.",A basketball game in progress.
entailment,Two men hanging out together.,two people out together
entailment,a man is being photographed by another man while others around him are preparing for a parade,A man photographs another man.
entailment,A group of kids are at a birthday party.,The kids are celebrating.
entailment,A group of runners and walkers posing together for a picture.,Someone is pointing a camera at the group of runners.
entailment,A man sits on a dock with a bottle of water.,A gentleman is sitting on a dock with a bottle of water.
entailment,A girl's volleyball team is having a game.,The females are competing in a sport.
entailment,A woman wearing a white hat and shirt is jogging down a street with a plant store on the corner.,There is a woman jogging.
entailment,Street scene of blond woman in gold coat and pink mini-skirt in front of a rear-facing police motorcycle.,A woman is near a vehicle.
entailment,A woman talking on her cellphone.,A woman on her phone.
entailment,The black and brown dog is standing with its legs apart on the beach.,There are two dogs outdoors.
entailment,Three little boys sit together making faces.,boys sitting together
entailment,A flying machine with a yellow sail is landing with industrial buildings in the background.,A yellow machine is landing near buildings.
entailment,Two dogs race through a field.,Two dogs are running outside.
entailment,A woman in pink is standing alone in the middle of the street.,A woman is standing in the street
entailment,A man wearing sunglasses and a gray t-shirt is sitting in a chair.,A man is wearing a gray shirt
entailment,Two young boys are working on a small bike.,The bike is being worked on
entailment,"A muscled, shirtless man sitting on a bench working out on an arm-exercising machine.",The man is muscled
entailment,Closeup of little girl dancing,Zoomed in on a little girl dancing.
entailment,"A man on a bike is wearing a helmet, logo shirt, and is pointing at you.",A person pointing.
entailment,A woman in a striped shirt smoking a cigarette with another woman sitting next to her in a jean jacket.,A woman is smoking a cigarette
entailment,A group of people and children are walking along a walkway.,A group of people are walking.
entailment,"A stock car races along a dirt track, spraying a plume of dirt behind it.",A stock car is making a mess of dirt.
entailment,A baseball player in uniform who just threw a ball.,The ball player had the ball a second ago.
entailment,Five people playing string instruments in public.,A string quintet performs music outdoors.
entailment,A man with a hat and bookbag is walking.,A person with a hat and bookbag is walking.
entailment,a woman stamds in the middle of a brick road.,A woman stands outside.
entailment,People inside a subway car hold on to the rails while people outside the subway car walk away.,People are touching the rails.
entailment,A street with many advertisements.,A street full of advertisements.
entailment,Two young boys dressed in shorts are looking for something.,A missing item being searched for.
entailment,Two young females engage in contact while playing a game of lacrosse.,Two women hit each other while playing lacrosse.
entailment,"Two young people are sitting, surrounded by baskets of fruits",The fruit baskets are filled with apples.
entailment,Three men and two women walk down an outdoor hallway past a man sitting on a step reading a newspaper.,People walked past a man.
entailment,Three children play at a dock.,The 3 kids are spending time outside.
entailment,Two women in hats set next to a rock and a young child in a knitted cap.,Two women are wearing hats.
entailment,Street vendor in China is ready for work,A street vendor has set up shop for work outside.
entailment,A concentrated male sculpting.,the guy sculpts carefully
entailment,a woman carrying something on her head is leading a pack mule,a woman is carrying something
entailment,An Asian boy stepping on a stone next to a brick building.,A boy is stepping on a stone near a brick building.
entailment,Woman at Walmart check-out having her groceries bagged by an employee.,A woman is in Walmart
entailment,Two men on a blue canoe in the middle of a large body of water.,Two men are on a boat.
entailment,Man drawing a picture on a balcony overlooking a church.,there are catholic bells ringing and man is painting the wall outside the home and looking church
entailment,A boy wearing a black and red hat is ready to throw a baseball.,A boy prepares to pitch.
entailment,Two adults dancing with a little boy while another person standing in the background.,There are 4 people in this picture.
entailment,An older man in a yellow shirt holds a green shopping bag while standing in the middle of a street.,a man in a shirt
entailment,A man with a long white beard starting away from the crowd with a bunch of people behind him.,The man has a beard.
entailment,A black pitbull dog is running through the dirt.,The animal is running.
entailment,Five women with covered heads are standing in a crowd.,The women are standing near other people.
entailment,People are standing in line at a market.,The people are standing.
entailment,a man smokes a cigarette.,A man is outside smoking a cigarette.
entailment,many people taking pictures of the mountains in front of a no truck sign,A group of people is taking pictures of the mountains in front of a sign.
entailment,"A young man with short, dark hair in a white shirt and blue striped tie stands at a podium.",A young man is wearing a white shirt.
entailment,An older gentleman chops wood by a tree.,The man is chopping wood.
entailment,White male squirting lighter fluid on charcoal grill coals while drinking a beer and smoking a cigarette in the woods.,A man fuels a fire in a grill outside.
entailment,Beige dog running toward camera on brown ground and a man in the background moving away from camera.,There is a dog.
entailment,A person dressed in a black shirt and a person dressed in a blue shirt are standing on a mound of sand.,A person is dressed in a black shirt and standing on sand.
entailment,there are six dogs in the water,There are animal wading in the waters.
entailment,A group of people seated at a picnic table under a tent space decorated with flags and stars.,The tent convers the picnic table.
entailment,First responders look at car that has slid off a snowbank and flipped over.,first responders looking
entailment,"A food vendor stands behind a display of bins of several types of nuts, candy, or other small snacks, with signage in Hebrew.",A food vendor stands behind a display of snack bins.
entailment,"A person in a green shirt is sitting on the ground near a fence, with fruit laid out near her.",The person in the green shirt is sitting by a fence.
entailment,An overweight man and woman are walking on a street past a Coffee& Tea shop.,Two people are outdoors.
entailment,A young girl wearing a pink dress jumps through the air over playground equipment.,A girl is leaping.
entailment,A man power washes some steps beside a swimming pool.,A man is washing the steps outside.
entailment,Five Asian people in a smoking area.,the people were smoking
entailment,Eight men gathered around a table at night.,There are eight men.
entailment,The blond woman crossing street has a golden purse over her shoulder.,A woman is crossing the street.
entailment,A mechanic is working on the underside of a bus that is lifted.,A person works on a bus.
entailment,A woman holds a drink while a man and a woman examine a book.,A man and a woman are looking at a book.
entailment,A man with a mustache and black hat holds a small yellow item up to the camera.,A person holds an item
entailment,Two men is yellow overalls are talking together.,Two men are talking to each other.
entailment,A man bulldozing dirt on site.,A man bulldozing dirt.
entailment,The boy and girl pose for a picture with a large red flower above their heads.,The boy and girl are having their picture taken.
entailment,Two men located on a roof prepare to look into a chimney.,Two men located on a roof
entailment,a racer skids out.,Racer skids out
entailment,Two girls are putting a chemical in a bottle.,Two women are working together.
entailment,A woman dressed with a pink jacket and jeans is carrying a big red sack.,A woman carries a bag.
entailment,A man in a white baseball cap is sitting on a boat with his feet in a yellow net.,The man is sitting on the boat.
entailment,One group of people with their hands up.,There is a group of people with their hands up.
entailment,three boys sitting in sand getting splashed by wave,three boys in the ocean
entailment,A group of women are engaged in dialogue.,Some friends are talking to each other
entailment,a little league player points to another player.,The player is pointing
entailment,A man holding a beer can is giving a thumb up.,A man is holding a drink.
entailment,A man is praying to an idol.,A person praying.
entailment,A young man sitting by a dumpster on a sidewalk playing the guitar.,A man plays the guitar outside.
entailment,A woman in blue goggles is sitting in a pool.,A woman in blue goggles is sitting in a pool of water.
entailment,A group of men sit around a table laden with drinks and beer bottles.,A group of guys are sitting at a table.
entailment,A man in red shorts jumps behind a volleyball net.,A man is jumping.
entailment,Women in long dresses walk along a beach.,There is more than one woman.
entailment,A man in a black wetsuit is surfing in the waves.,There is a surfer in the water
entailment,People stand near a car in the snow.,There are people outside in the snow.
entailment,Three businessmen posing for a picture at a ceremony.,Three businessmen are outdoors.
entailment,Female wearing white earmuffs walking on a paved road.,a female in white
entailment,A man dressed in a dark blue jacket and pants sits in the street while wearing old time flying goggles and a hat.,A man wearing goggles sits in the road.
neutral,A girl in a white outfit with a yellow belt is holding a trophy.,The girl just won a karate competition.
neutral,"A young man wearing a red t-shirt, helmet, and protective knee pads is riding his skateboard up a ramp.",The man was a professional skateboarder.
neutral,A man in tan pants and a blue shirt is staking on a public trashcan.,A man is standing near a public trashcan.
neutral,A black dog jumps over a pole on green grass.,Black dog jumping outside.
neutral,"A man, in blue, drums on a bongo while outdoors.",People gather to watch the man play his bongo.
neutral,A man in a red shirt and backwards hat looks off in the distance.,A outfielder is keeping an eye on the pitcher.
neutral,The small dogs play in the snow.,The dogs are having fun.
neutral,A man and a woman are setting up a dining room.,The couple are setting up together.
neutral,People watching TV while eating.,THey are watching a comedy
neutral,A truck driver opens up the truck door.,The driver is a man who appears to be in his fifties.
neutral,a brown and black dog running on a shore near the beach.,A dog running around while it's owner watches from a beach chair.
neutral,Two people ride in a bumper car.,Two brothers are riding in a blue bumper car.
neutral,Two brown dogs run through a field.,The two dogs are chasing a rabbit.
neutral,A woman in a red and blue shirt is staring at a poster on the wall.,A woman is about to enter a movie
neutral,A man with a bandanna around his head is lifting a very heavy weight and smiling.,Man lifting a weight to break a world record.
neutral,Competitor goes for the tackle in a foreign sport.,A man playing football.
neutral,A big tan dog lays on the ground looking to the side.,To the side of the dog is a chew toy
neutral,Two people walking down a city alleyway.,The people are looking for food in dumpsters.
neutral,A man who uses a cane walks over the white lines of a crosswalk.,A man in a blue shirt and carrying a cane is using the crosswalk.
neutral,Two white dogs walk through a huge bank of mountain snow.,Two dogs are playing with their owners.
neutral,A lady with black hair grilling shrimp.,The cook is preparing the food for her customers.
neutral,Five adults and young girl is setting at table in a restaurant and a female adult has a camera in her hand.,The table is large.
neutral,A child in blue sitting on a sled in the snow.,The child is cold.
neutral,Children posing in a tree,There are siblings in a pine tree.
neutral,"A child sitting on a potty chair, looking at a book.",A young child is reading a picture book.
neutral,A man in a gray t-shirt and jeans standing in the doorway next to a graffiti-covered garage.,A man is standing outside.
neutral,A girl holding a drink with a straw in it standing in front of a man kissing her on the cheek as she smiles.,A girl is drinking a margarita.
neutral,A small group of adults and children are standing on a dirt trail on a hill.,The group of peopel are on a hiking trip.
neutral,A large man in a leather costume plays a big drum beside a little boy playing a little drum.,A large man in a brown leather costume plays a big drum beside a little boy playing a little drum.
neutral,Two men playing instruments.,Two people are playing guitars.
neutral,A middle-aged man and woman are holding hands walking in a street with people behind them.,A middle-aged couple crossing the street.
neutral,"A woman dressed in a black top and green skirt dancing, as a man in the background looks on.",A woman dances for a man.
neutral,A large brown dog and a larger black dog playing together with a ball.,The dogs are friends.
neutral,Women cleaning store windows.,Women are being payed to clean.
neutral,Two workers in hard hats examine a piece of industrial equipment in a tunnel underground.,Two men in hard hats examine a piece of industrial equipment in a tunnel underground.
neutral,A woman in a tan coat is reaching into her purse.,woman grabbing phone
neutral,Two little girls are in a meadow looking at nature objects.,Two girls are looking at flowers.
